A1,モヘヤ混シャギーカーデ,A,◎,◎,◎,○,3軸◎
A2,バイカラーニットWP,A,◎,◎,◎,◎,4軸全一致
A3,コーデュロイワイドパンツ,A,◎,○,◎,◎,3軸◎
A4,リブニットロングスカート,A,◎,○,◎,○,2軸◎
A5,裏起毛ロゴ刺繍スウェット,A,◎,◎,○,△,2軸◎（ZOZO+楽天）
A6,フェザーベスト×WPセット,A,◎,○,◎,○,2軸◎
B1,フランネルチェックシャツ,B,○,—,○,—,テスト枠
B2,ブークレニットベスト,B,—,—,◎,—,トレンド牽引
B3,配色ストライプニット,B,◎,—,◎,—,ZOZO+トレンド
B4,ベロアミディスカート,B,◎,—,◎,—,ZOZO+トレンド
B5,ニット×チュールセットWP,B,◎,—,—,—,ZOZO牽引
B6,裏起毛リブパンツ,B,—,◎,—,—,楽天牽引
M1,ウールコート（メーカー）,M,—,◎,○,◎,楽天+自社
M2,レザー×ファーブルゾン（メーカー）,M,◎,—,◎,—,ZOZO+トレンド
M3,ニットWPセット（メーカー）,M,◎,—,—,◎,ZOZO+自社
最終チェック：予算検算,,,,,,,
区分,金額,,,,,,
S級 3品番（S1＋S2＋S3）,¥131万,,,,,,
A級 6品番（A1〜A6）,¥168万,,,,,,
B級 6品番（B1〜B6）,¥42万,,,,,,
メーカー仕入れ 3品番（M1〜M3）,¥50万,,,,,,
新作小計,¥391万,,,,,,
再入荷（欠品防止）,"¥1,000万",,,,,,
追加発注プール,¥429万,,,,,,
合計,"¥1,820万",,,,,,
"※フェーズ1（圧縮期後半）準拠 ✅ ※新規比率：¥391万÷¥1,820万＝21%。再入荷+プール79%。11月は「大量欠品の解消」が最優先のため、新作は絞って再入荷とプールに予算を最大配分。",,,,,,,
,,,,,,,
"再入荷優先度（¥1,000万の配分指針）",,,,,,,
優先度,品番,11月販売数,在庫,在庫月数,アクション,,
最優先,nlxn30722,755枚,66枚,0.09ヶ月,即発注。12月のWP柱。66枚は2-3日分。レビュー458件の超定番が消える,,
最優先,nltp453,711枚,183枚,0.26ヶ月,即発注。12月初旬に欠品。11月TOP4新作の勢いを止めてはならない,,
最優先,nlpt454,573枚,172枚,0.3ヶ月,即発注。ボトムス構成比改善の核。12月スーパーセールに間に合わせる,,
最優先,nlpt425,553枚,127枚,0.23ヶ月,即発注。127枚は1週間分。ボトムス構成比の崩壊を防ぐ,,
最優先,nlmot007,758枚,744枚,0.98ヶ月,在庫約1ヶ月分で微妙。12月にピーク到達なら追加必要。W2実績で判断,,
高,nlot428,181枚,0枚,0ヶ月,"即発注。¥13,890×181枚＝¥251万/月の機会損失",,
高,nltp400,200枚,0枚,0ヶ月,即発注。2ヶ月連続欠品。レビュー60件・評価4.55の良品,,
高,nbetp77034,180枚,0枚,0ヶ月,即発注。10月105→11月180に加速中なのに欠品,,
高,nldt3032,226枚,47枚,0.21ヶ月,"即発注。¥14,300の高単価WP定番。47枚は6日分",,
高,nltp383,659枚,353枚,0.54ヶ月,在庫0.5ヶ月分。12月分を確保するため追加,,
高,nlpt409,125枚,5枚,0.04ヶ月,"即発注。5枚は2日分。¥8,980の好調パンツ",,
高,nl0195,102枚,0枚,0ヶ月,"即発注。¥16,000コート。レビュー385件。冬の最高単価品番",,
中,nltp172,293枚,308枚,1.05ヶ月,在庫1ヶ月分でギリギリ。12月ピーク想定なら追加,,
中,nlbi005,259枚,79枚,0.31ヶ月,予約在庫49枚到着で128枚。薄い。追加検討,,
中,nlwp173,72枚,23枚,0.32ヶ月,"¥9,880高単価WP。追加必要",,
低,nlbi004,165枚,692枚,4.2ヶ月,在庫充分。追加不要,,
週別投入スケジュール,,,,,,,
週,投入内容,連動施策,,,,,
W1（11/1〜7）,S1（配色フリンジニット）＋S2（裏起毛パンツ）,楽天マラソン開始2時間枠にS1。メタ広告クリエイティブ同時公開。nltp453・nlpt454の在庫補充完了,,,,,
W2（11/8〜14）,A1（シャギーカーデ）＋A2（バイカラーWP）＋A3（コーデュロイPT）,S1・S2のW1実績を見て追加プール判断。楽天マラソン2回目にA2配置,,,,,
W3（11/15〜21）,A4（リブスカート）＋A5（刺繍スウェット）＋B1〜B3,秋物処分OFF開始（春物の最終処分）。冬物新作はプロパー維持,,,,,
W4（11/22〜30）,S3（エコファーブルゾン）＋A6（フェザーセットWP）＋B4〜B6＋M1〜M3,ブラックフライデーにM1ウールコートを配置。S3は12月スーパーセールの弾として先行投入,,,,,
